dataset_id,数据集编号,field_en,英文字段,field_cn,中文字段,definition_en,中文含义,source_path,来源路径,source_sha_prefix,来源校验前缀
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_001,field_001,0.302952,0.302952,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_002,field_002,0.314714,0.314714,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_003,field_003,0.314071,0.314071,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_004,field_004,0.340132,0.340132,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_005,field_005,0.359947,0.359947,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_006,field_006,0.368415,0.368415,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_007,field_007,0.394257,0.394257,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_008,field_008,0.411181,0.411181,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_009,field_009,0.433226,0.433226,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_010,field_010,0.445152,0.445152,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_011,field_011,0.452088,0.452088,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_012,field_012,0.469432,0.469432,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_013,field_013,0.469733,0.469733,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_014,field_014,0.471536,0.471536,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_015,field_015,0.47702,0.47702,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_016,field_016,0.489343,0.489343,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_017,field_017,0.515395,0.515395,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-_-__dataset__cb2f9f8c,-_-__dataset__cb2f9f8c,field_018,field_018,0.52006,0.52006,Standardized research field,标准化研究字段,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/全国-中部-东部_数据汇总.xlsx,cb2f9f8c
-__dataset__ad8f0b52,-__dataset__ad8f0b52,code,code,行政区划代码,行政区划代码,Standardized research field,标准化研究字段,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,ad8f0b52
-__dataset__ad8f0b52,-__dataset__ad8f0b52,province,province,省份,省份,Standardized research field,标准化研究字段,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,ad8f0b52
-__dataset__ad8f0b52,-__dataset__ad8f0b52,city,city,城市,城市,Standardized research field,标准化研究字段,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,ad8f0b52
-__dataset__ad8f0b52,-__dataset__ad8f0b52,field_004,field_004,经度,经度,Standardized research field,标准化研究字段,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,ad8f0b52
-__dataset__ad8f0b52,-__dataset__ad8f0b52,field_005,field_005,纬度,纬度,Standardized research field,标准化研究字段,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/全国各地区-经纬度数据.xlsx,ad8f0b52
00-23_1__Sheet1__91347bd0,00-23_1__Sheet1__91347bd0,year,year,year,year,Standardized research field,标准化研究字段,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/泰尔指数/00-23年各省泰尔.xlsx,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/泰尔指数/00-23年各省泰尔.xlsx,91347bd0
